brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Mahindra,2017,99700,Diesel,Individual,Manual,First Owner,600000
Toyota,2019,5000,Diesel,Individual,Automatic,First Owner,3100000
Honda,2014,49654,Diesel,Dealer,Manual,First Owner,650000
Hyundai,2016,45457,Petrol,Dealer,Manual,First Owner,550000
Hyundai,2017,39221,Diesel,Dealer,Manual,First Owner,1260000
Hyundai,2016,48220,Petrol,Dealer,Manual,First Owner,660000
Hyundai,2017,11114,Petrol,Dealer,Manual,First Owner,700000
Hyundai,2008,60208,Diesel,Dealer,Manual,First Owner,235000
Volkswagen,2013,80000,Diesel,Dealer,Manual,First Owner,475000
Mercedes-Benz,2008,98600,Diesel,Dealer,Automatic,First Owner,795000
Audi,2016,13000,Petrol,Dealer,Automatic,First Owner,8900000
Audi,2015,30000,Diesel,Dealer,Automatic,First Owner,3200000
MG,2019,18000,Petrol,Dealer,Automatic,First Owner,1860000
Land,2010,100000,Diesel,Dealer,Automatic,First Owner,4200000
Honda,2015,58000,Petrol,Dealer,Automatic,First Owner,850000
Mahindra,2017,85441,Diesel,Dealer,Manual,First Owner,585000
Mahindra,2015,64541,Diesel,Dealer,Manual,First Owner,380000
Maruti,2019,35000,Diesel,Individual,Manual,First Owner,650000
Maruti,2018,30000,Petrol,Individual,Manual,First Owner,600000
Nissan,2017,16267,Petrol,Dealer,Manual,First Owner,434999
Volkswagen,2013,71500,Diesel,Dealer,Manual,First Owner,525000
BMW,2019,12999,Diesel,Dealer,Automatic,First Owner,4800000
Chevrolet,2008,80000,Petrol,Individual,Manual,First Owner,160000
Maruti,2007,90000,Petrol,Individual,Manual,Second Owner,160000
Chevrolet,2012,28000,Petrol,Individual,Manual,First Owner,125000
Mahindra,2015,200000,Diesel,Individual,Manual,First Owner,430000
Hyundai,2017,14700,Petrol,Individual,Manual,First Owner,900000
Maruti,2000,90000,Petrol,Individual,Manual,Second Owner,61000
Maruti,2017,50000,Petrol,Individual,Manual,First Owner,400000
Hyundai,2009,100000,Petrol,Individual,Manual,Second Owner,150000
Volkswagen,2019,24000,Petrol,Individual,Automatic,First Owner,950000
Tata,2013,100000,Diesel,Individual,Manual,First Owner,220000
Hyundai,2007,90000,Petrol,Individual,Manual,First Owner,110000
Tata,2015,30000,Petrol,Individual,Manual,First Owner,375000
Datsun,2017,80000,Petrol,Individual,Manual,First Owner,350000
Hyundai,2012,92686,Diesel,Dealer,Manual,Second Owner,310000
Tata,2010,300000,Petrol,Individual,Manual,Third Owner,90000
Volkswagen,2011,90000,Petrol,Individual,Manual,Second Owner,350000
Hyundai,2003,60000,Petrol,Individual,Manual,First Owner,100000
Mahindra,2017,40000,Diesel,Individual,Automatic,First Owner,1300000
Maruti,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,70000
Chevrolet,2013,80000,Diesel,Individual,Manual,First Owner,225000
Honda,2002,100000,Petrol,Individual,Manual,First Owner,145000
Ford,2018,20000,Diesel,Individual,Manual,First Owner,930000
Maruti,2019,51000,Petrol,Individual,Manual,First Owner,550000
Maruti,2008,120000,Petrol,Individual,Manual,Second Owner,85000
Hyundai,2014,55000,Petrol,Individual,Manual,First Owner,280000
Hyundai,2018,6000,Petrol,Individual,Manual,First Owner,360000
Maruti,2011,40000,Petrol,Individual,Manual,Second Owner,150000
Skoda,2017,15000,Petrol,Individual,Automatic,First Owner,900000
Ambassador,2005,50000,Diesel,Individual,Manual,Second Owner,120000
Fiat,2010,90000,Petrol,Individual,Manual,Second Owner,215000
Renault,2013,38500,Diesel,Individual,Manual,First Owner,550000
Tata,2018,35000,Petrol,Individual,Manual,First Owner,775000
Maruti,2001,49359,Petrol,Individual,Manual,Third Owner,409999
Maruti,2005,70000,Petrol,Individual,Manual,Second Owner,65000
Maruti,2008,90000,Petrol,Individual,Manual,Second Owner,200000
Maruti,2010,50000,Petrol,Individual,Manual,Second Owner,240000
Toyota,2012,108731,Diesel,Individual,Manual,First Owner,800000
Toyota,2010,120000,Diesel,Individual,Manual,First Owner,400000
Tata,2016,60000,Diesel,Individual,Manual,First Owner,500000
Mahindra,2007,90000,Diesel,Individual,Manual,Third Owner,150000
Toyota,2014,140000,Diesel,Individual,Manual,Second Owner,500000
Hyundai,2014,80000,Petrol,Individual,Manual,First Owner,320000
Nissan,2013,90000,Diesel,Individual,Manual,First Owner,300000
Renault,2017,40000,Diesel,Individual,Manual,First Owner,650000
Maruti,2018,14000,Petrol,Individual,Manual,First Owner,285000
Tata,2012,70000,Diesel,Individual,Manual,Second Owner,360000
Honda,2009,55000,Petrol,Individual,Manual,Second Owner,450000
Maruti,2011,60000,Petrol,Individual,Manual,Third Owner,175000
Chevrolet,2011,74000,Diesel,Individual,Manual,Second Owner,350000
Ford,2020,45000,Diesel,Dealer,Manual,First Owner,530000
Honda,2017,38000,Diesel,Dealer,Manual,First Owner,1025000
Honda,2017,24000,Diesel,Dealer,Manual,First Owner,950000
Honda,2017,29976,Petrol,Dealer,Manual,First Owner,725000
Honda,2017,41000,Petrol,Dealer,Manual,First Owner,919999
Honda,2018,15000,Diesel,Dealer,Manual,First Owner,700000
Honda,2017,36000,Diesel,Dealer,Manual,First Owner,725000
Honda,2017,30646,Petrol,Dealer,Manual,First Owner,840000
Maruti,2015,23600,Petrol,Dealer,Manual,First Owner,365000
Honda,2014,71318,Diesel,Dealer,Manual,First Owner,665000
Maruti,2003,78098,Petrol,Individual,Manual,First Owner,50000
Hyundai,2014,30000,Petrol,Individual,Manual,First Owner,225000
Hyundai,2012,45000,Petrol,Individual,Manual,Second Owner,229999
Hyundai,2008,67000,Petrol,Individual,Manual,First Owner,145000
Ford,2018,14681,Diesel,Dealer,Manual,First Owner,624000
Hyundai,2015,25000,Petrol,Individual,Manual,First Owner,500000
Ford,2017,18054,Petrol,Dealer,Manual,First Owner,750000
Honda,2015,40000,Diesel,Individual,Manual,First Owner,785000
Hyundai,2011,30000,Petrol,Individual,Manual,First Owner,225000
Hyundai,2017,80000,Diesel,Individual,Manual,First Owner,300000
Hyundai,2016,20000,Diesel,Individual,Manual,First Owner,680000
Mahindra,2016,40000,Diesel,Individual,Manual,First Owner,700000
Tata,2011,120000,Diesel,Individual,Manual,First Owner,180000
Ford,2008,120000,Diesel,Individual,Manual,Second Owner,270000
Maruti,2010,97000,Petrol,Individual,Manual,Second Owner,370000
Mahindra,2018,70000,Diesel,Individual,Manual,First Owner,1100000
Hyundai,2004,120000,Diesel,Individual,Manual,Second Owner,120000
Skoda,2013,88000,Diesel,Individual,Manual,Second Owner,430000
Maruti,2014,38406,Diesel,Dealer,Manual,First Owner,550000
Hyundai,2014,54350,Petrol,Dealer,Manual,First Owner,320000
Maruti,2015,32260,Petrol,Dealer,Manual,First Owner,390000
Renault,2014,58231,Diesel,Dealer,Manual,First Owner,550000
Maruti,2012,59858,Petrol,Dealer,Manual,First Owner,370000
Maruti,2010,73350,Petrol,Dealer,Manual,First Owner,190000
Renault,2013,88473,Diesel,Dealer,Manual,First Owner,509999
Honda,2013,96987,Petrol,Dealer,Manual,First Owner,450000
Mercedes-Benz,2016,77350,Diesel,Dealer,Automatic,First Owner,5500000
Maruti,2015,61187,Diesel,Dealer,Manual,First Owner,550000
Mahindra,2009,68350,Diesel,Dealer,Manual,First Owner,400000
Ford,2015,81150,Diesel,Dealer,Manual,First Owner,585000
Hyundai,2019,30000,Petrol,Individual,Manual,First Owner,500000
Maruti,2015,30000,Petrol,Individual,Manual,First Owner,800000
Maruti,2009,120000,Diesel,Individual,Manual,Second Owner,265000
Ford,2012,180000,Diesel,Individual,Manual,First Owner,175000
Fiat,2007,50000,Petrol,Individual,Manual,Second Owner,125000
Tata,2010,80000,Diesel,Individual,Manual,First Owner,165000
Mahindra,2011,280000,Diesel,Individual,Manual,First Owner,150000
Hyundai,2015,90000,Diesel,Individual,Manual,Second Owner,1025000
Toyota,2014,250000,Diesel,Individual,Manual,Second Owner,1030000
Chevrolet,2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,380000
Maruti,2010,110000,Diesel,Individual,Manual,Third Owner,250000
Maruti,2000,80000,Petrol,Individual,Manual,Second Owner,85000
Fiat,2016,35000,Diesel,Individual,Manual,First Owner,500000
Hyundai,2018,15000,Petrol,Individual,Manual,First Owner,350000
Maruti,2010,52000,Petrol,Individual,Manual,Second Owner,190000
Volkswagen,2009,140000,Diesel,Individual,Manual,First Owner,940000
Maruti,2013,60000,Petrol,Individual,Manual,Second Owner,475000
Maruti,2018,17000,Petrol,Individual,Manual,First Owner,300000
Chevrolet,2016,70000,Petrol,Individual,Manual,Third Owner,250000
Maruti,2001,97000,Petrol,Individual,Manual,Fourth & Above Owner,93000
Ford,2012,125000,Diesel,Individual,Manual,Second Owner,290000
Tata,2010,300000,Petrol,Individual,Manual,Third Owner,75000
Mahindra,2015,120000,Diesel,Individual,Manual,Second Owner,1000000
Hyundai,2015,87000,Diesel,Individual,Manual,First Owner,550000
Fiat,2010,75000,Diesel,Individual,Manual,Third Owner,285000
Tata,2014,60000,Petrol,Individual,Manual,Second Owner,240000
Hyundai,2015,25000,Petrol,Individual,Manual,First Owner,850000
Hyundai,2016,26000,Petrol,Individual,Manual,First Owner,650000
Maruti,2017,78000,CNG,Individual,Manual,First Owner,365000
Hyundai,2016,26000,Petrol,Individual,Manual,First Owner,650000
Chevrolet,2015,35000,Petrol,Individual,Manual,First Owner,260000
Tata,2014,100000,Petrol,Individual,Manual,First Owner,250000
Tata,2007,80000,Petrol,Individual,Manual,Second Owner,550000
Maruti,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,70000
Chevrolet,2013,80000,Diesel,Individual,Manual,First Owner,225000
Honda,2002,100000,Petrol,Individual,Manual,First Owner,145000
Ford,2018,20000,Diesel,Individual,Manual,First Owner,930000
Maruti,2019,51000,Petrol,Individual,Manual,First Owner,550000
Maruti,2008,120000,Petrol,Individual,Manual,Second Owner,85000
Hyundai,2014,55000,Petrol,Individual,Manual,First Owner,280000
Hyundai,2018,6000,Petrol,Individual,Manual,First Owner,360000
Maruti,2011,40000,Petrol,Individual,Manual,Second Owner,150000
Skoda,2017,15000,Petrol,Individual,Automatic,First Owner,900000
Ambassador,2005,50000,Diesel,Individual,Manual,Second Owner,120000
Fiat,2010,90000,Petrol,Individual,Manual,Second Owner,215000
Renault,2013,38500,Diesel,Individual,Manual,First Owner,550000
Tata,2018,35000,Petrol,Individual,Manual,First Owner,775000
Maruti,2001,49359,Petrol,Individual,Manual,Third Owner,409999
Maruti,2005,70000,Petrol,Individual,Manual,Second Owner,65000
Maruti,2008,90000,Petrol,Individual,Manual,Second Owner,200000
Maruti,2010,50000,Petrol,Individual,Manual,Second Owner,240000
Toyota,2012,108731,Diesel,Individual,Manual,First Owner,800000
Toyota,2010,120000,Diesel,Individual,Manual,First Owner,400000
Maruti,2012,40000,Petrol,Individual,Manual,Second Owner,229999
Ford,2014,120000,Diesel,Individual,Manual,First Owner,580000
Toyota,2005,100000,Petrol,Individual,Manual,Fourth & Above Owner,175000
Maruti,2012,110000,Diesel,Individual,Manual,Fourth & Above Owner,250000
Hyundai,2014,80000,Petrol,Individual,Manual,First Owner,320000
Nissan,2013,90000,Diesel,Individual,Manual,First Owner,300000
Mahindra,2017,60000,Diesel,Individual,Manual,First Owner,800000
Hyundai,2009,75000,Diesel,Dealer,Automatic,First Owner,245000
Hyundai,2018,20000,Petrol,Individual,Manual,First Owner,300000
Hyundai,2017,80000,Diesel,Individual,Manual,First Owner,350000
Maruti,2006,105700,Petrol,Individual,Manual,First Owner,70000
Maruti,2017,14000,Petrol,Dealer,Manual,First Owner,430999
Chevrolet,2010,70000,Petrol,Individual,Manual,First Owner,80000
Maruti,2019,28000,Petrol,Dealer,Manual,First Owner,335000
Maruti,2017,51000,Petrol,Dealer,Manual,First Owner,350000
Maruti,2018,56000,Petrol,Dealer,Manual,First Owner,315000
Volkswagen,2019,35000,Diesel,Individual,Automatic,First Owner,1100000
Maruti,2005,24000,Petrol,Individual,Manual,First Owner,80000
Maruti,2014,64000,Petrol,Dealer,Manual,Second Owner,285000
Tata,2009,120000,Diesel,Individual,Manual,Third Owner,100000
Maruti,2011,37091,Petrol,Individual,Manual,First Owner,225000
Volvo,2017,80000,Diesel,Individual,Automatic,First Owner,4500000
Maruti,2018,38900,Petrol,Individual,Manual,Third Owner,320000
Hyundai,2016,60000,Diesel,Individual,Manual,Third Owner,1249000
Maruti,2008,110000,Petrol,Individual,Manual,Third Owner,120000
Volkswagen,2011,100000,Diesel,Individual,Manual,Second Owner,200000
Hyundai,2016,85000,Diesel,Individual,Manual,First Owner,1151000
Tata,2012,140000,Diesel,Individual,Manual,First Owner,120000
Renault,2017,20000,Petrol,Individual,Manual,First Owner,220000
Tata,2017,15000,Petrol,Individual,Manual,First Owner,750000
Mahindra,2018,40000,Diesel,Individual,Manual,First Owner,784000
Honda,2017,50000,Petrol,Individual,Manual,First Owner,500000
Hyundai,2018,20000,Petrol,Individual,Manual,First Owner,350000
Mahindra,2018,50000,Diesel,Individual,Automatic,First Owner,1400000
Mahindra,2014,100000,Diesel,Individual,Manual,Second Owner,600000
Hyundai,2019,9400,Petrol,Individual,Manual,First Owner,525000
Ford,2017,12000,Diesel,Individual,Manual,First Owner,930000
Maruti,2017,14100,CNG,Dealer,Manual,First Owner,440000
Maruti,2016,21000,Petrol,Dealer,Manual,First Owner,434999
Hyundai,2011,28000,Petrol,Dealer,Manual,First Owner,250000
Maruti,2017,35000,Diesel,Dealer,Manual,First Owner,940000
Hyundai,2017,31000,Diesel,Dealer,Automatic,First Owner,1050000
Maruti,2016,58000,Diesel,Dealer,Manual,First Owner,825000
Maruti,2012,25000,Petrol,Individual,Manual,First Owner,229999
Hyundai,2011,72000,Petrol,Dealer,Manual,First Owner,375000
Maruti,2013,89000,Diesel,Dealer,Manual,First Owner,640000
Toyota,2012,160000,Diesel,Dealer,Manual,First Owner,800000
Ford,2012,30000,Petrol,Individual,Manual,Third Owner,130000
Hyundai,2014,37555,Petrol,Dealer,Manual,First Owner,300000
Maruti,2018,14000,Petrol,Dealer,Manual,First Owner,440000
Maruti,2014,56600,CNG,Dealer,Manual,First Owner,595000
Mahindra,2013,110000,Diesel,Individual,Manual,First Owner,450000
Maruti,2017,50000,Diesel,Individual,Manual,First Owner,690000
Maruti,2019,5000,Petrol,Individual,Manual,First Owner,300000
Chevrolet,2014,100000,Petrol,Individual,Manual,Second Owner,170000
Toyota,2012,120000,Diesel,Individual,Manual,First Owner,280000
Maruti,2009,67580,Petrol,Individual,Manual,Second Owner,220000
Hyundai,2009,100000,Petrol,Individual,Manual,Third Owner,140000
Maruti,2004,60000,Petrol,Individual,Manual,First Owner,45000
Ford,2014,125000,Diesel,Individual,Manual,Second Owner,200000
Mahindra,2008,120000,Diesel,Individual,Manual,Second Owner,325000
Hyundai,2010,130000,Diesel,Individual,Manual,Second Owner,300000
Maruti,2009,250000,Petrol,Individual,Manual,Second Owner,120000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Honda,2014,82000,Diesel,Individual,Manual,First Owner,520000
Hyundai,2017,19890,Petrol,Dealer,Automatic,First Owner,550000
Mahindra,2015,40000,Diesel,Individual,Manual,First Owner,280000
Nissan,2013,78000,Diesel,Dealer,Manual,First Owner,225000
Ford,2015,48238,Petrol,Trustmark Dealer,Automatic,First Owner,750000
Hyundai,2016,38365,Petrol,Dealer,Manual,First Owner,535000
Mahindra,2016,23670,Diesel,Trustmark Dealer,Manual,First Owner,1250000
Maruti,2017,49834,Petrol,Trustmark Dealer,Manual,First Owner,650000
Honda,2013,57353,Petrol,Trustmark Dealer,Manual,First Owner,295000
Maruti,2015,68308,Diesel,Trustmark Dealer,Manual,First Owner,480000
Honda,2015,63240,Diesel,Trustmark Dealer,Manual,First Owner,575000
Mahindra,2016,60000,Diesel,Individual,Manual,First Owner,509999
Maruti,2008,100000,Petrol,Individual,Manual,First Owner,69000
Tata,2013,60000,Petrol,Individual,Manual,First Owner,200000
Toyota,2012,90000,Diesel,Individual,Manual,First Owner,449000
Tata,2020,1000,Diesel,Individual,Manual,First Owner,426000
Ford,2017,6000,Petrol,Individual,Manual,First Owner,650000
Tata,2017,50000,Diesel,Individual,Manual,First Owner,260000
Mahindra,2015,90000,Diesel,Individual,Manual,Third Owner,295000
Maruti,2017,30000,Petrol,Dealer,Manual,First Owner,260000
Tata,2012,140000,Diesel,Individual,Manual,First Owner,120000
Hyundai,2007,65000,Petrol,Dealer,Manual,First Owner,155000
Honda,2015,38000,Diesel,Individual,Manual,First Owner,450000
Tata,2012,80000,Diesel,Individual,Manual,First Owner,320000
Hyundai,2007,50000,Petrol,Individual,Manual,Second Owner,123000
Hyundai,2006,110000,Petrol,Individual,Manual,First Owner,80000
Maruti,2012,90000,Petrol,Individual,Manual,Second Owner,220000
Hyundai,2018,37000,Diesel,Dealer,Manual,First Owner,650000
Maruti,2018,30000,Petrol,Dealer,Manual,First Owner,285000
Honda,2018,26000,Petrol,Dealer,Automatic,First Owner,725000
Tata,2010,128000,Petrol,Individual,Manual,First Owner,97000
Maruti,2016,30000,Petrol,Dealer,Manual,First Owner,625000
Hyundai,2016,23000,Petrol,Dealer,Manual,First Owner,550000
Tata,2012,120000,Diesel,Individual,Manual,First Owner,130000
Hyundai,2012,40000,Petrol,Dealer,Manual,First Owner,240000
Nissan,2014,27000,Diesel,Dealer,Manual,First Owner,600000
Tata,2012,65000,Diesel,Dealer,Manual,First Owner,350000
Hyundai,2015,32000,Petrol,Dealer,Manual,First Owner,245000
Maruti,2009,52536,Petrol,Individual,Manual,First Owner,199000
Mahindra,2011,100000,Diesel,Individual,Manual,Second Owner,330000
Maruti,2009,80000,Petrol,Individual,Manual,First Owner,150000
Hyundai,2016,90000,Diesel,Individual,Manual,First Owner,927999
Maruti,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,70000
Hyundai,2015,55000,Diesel,Dealer,Manual,First Owner,399000
Maruti,2015,90000,Diesel,Individual,Manual,First Owner,350000
Mahindra,2006,50000,Diesel,Individual,Manual,Second Owner,125000
Hyundai,2008,90000,Petrol,Individual,Manual,Second Owner,150000
Hyundai,2015,25000,Petrol,Individual,Manual,First Owner,250000
Hyundai,2014,61000,Diesel,Dealer,Manual,First Owner,675000
Maruti,2018,30000,Diesel,Individual,Manual,First Owner,950000
Maruti,2018,45000,CNG,Individual,Manual,First Owner,409999
Fiat,2011,60000,Diesel,Individual,Manual,First Owner,225000
Honda,2008,75000,Petrol,Individual,Manual,Second Owner,350000
Tata,2005,140000,Petrol,Individual,Manual,Third Owner,51111
Chevrolet,2013,56000,Diesel,Dealer,Manual,First Owner,290000
Toyota,2006,62000,Electric,Dealer,Automatic,Second Owner,310000
Hyundai,2007,58000,Diesel,Dealer,Manual,Second Owner,212000
Skoda,2013,49000,Diesel,Dealer,Automatic,Second Owner,900000
Chevrolet,2011,56000,Diesel,Dealer,Manual,Second Owner,221000
Toyota,2013,73000,Diesel,Dealer,Manual,First Owner,675000
Honda,2014,69000,Diesel,Dealer,Manual,First Owner,421000
Maruti,2008,10000,Petrol,Individual,Manual,First Owner,350000
Hyundai,2010,110000,CNG,Individual,Manual,First Owner,140000
Skoda,2002,116000,Diesel,Individual,Manual,Second Owner,90000
Honda,2018,40000,Diesel,Individual,Manual,First Owner,830000
Maruti,2009,30000,Petrol,Individual,Manual,First Owner,180000
Maruti,2009,109000,Diesel,Individual,Manual,Second Owner,210000
Maruti,2017,90000,Diesel,Individual,Manual,First Owner,700000
Tata,2014,7000,Petrol,Individual,Manual,Second Owner,45000
Tata,2012,120000,Diesel,Individual,Manual,First Owner,125000
